ticket_id,hearing_date,ticket_issued_date,clean_up_cost,country,discount_amount,disposition,fine_amount,judgment_amount,late_fee,state,violation_code,zip_code,lat,lon,compliance,zip
38329,2005-12-21 09:00:00,2005-06-24 10:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-81(a),9947,42.3683435,-83.2109115,0,4.0
38884,2005-12-21 10:30:00,2005-06-29 10:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MD,9-1-104,1603,42.4392489,-83.096762,0,4.0
38895,2005-12-22 10:30:00,2005-07-01 10:05:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,4066,42.3922072,-83.1440696,0,4.0
39042,2005-12-27 09:00:00,2005-07-01 11:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,UK,9-1-36(a),0,42.353223,-83.237255,0,1.0
39343,2005-12-20 10:30:00,2005-07-06 10:45:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4826,42.3336814,-83.0492941,0,4.0
40843,2005-09-29 10:30:00,2005-07-12 08:50:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),482097,42.336668100000004,-83.0269221,0,6.0
42846,2005-12-22 15:00:00,2005-07-12 12:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),482203,42.4259119,-83.105014,0,6.0
40347,2005-12-29 10:30:00,2005-07-13 12:30:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4828,42.376563,-83.13043499999999,0,4.0
40730,2005-11-30 09:00:00,2005-07-13 14:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,NJ,9-1-104,8053,42.433421,-83.23488499999999,0,4.0
41533,2005-10-13 10:30:00,2005-07-13 12:35:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,4828,42.387607,-83.12486,0,4.0
40818,2005-08-26 10:30:00,2005-07-14 10:30:00,0.0,USA,0.0,Responsible by Admission,50.0,80.0,0.0,MA,9-1-104,1119,42.365361,-82.95665699999999,0,4.0
41225,2005-12-27 10:30:00,2005-07-18 10:25:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4825,42.4302657,-83.2176604,0,4.0
41676,2005-12-22 10:30:00,2005-07-21 10:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,4830,42.361474,-83.11434799999999,0,4.0
42307,2005-11-10 15:00:00,2005-07-21 13:40:00,0.0,USA,0.0,Responsible by Default,25.0,57.5,2.5,MI,9-1-206,482077,42.370216799999994,-83.01361340000001,0,6.0
46036,2006-04-05 10:30:00,2005-07-22 09:05:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,NJ,9-1-36(a),8234,42.388073,-82.966916,0,4.0
43092,2005-09-27 10:30:00,2005-07-25 09:00:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,MI,9-1-36(a),0,42.405661200000004,-83.2066449,0,1.0
43186,2005-11-01 09:00:00,2005-07-27 13:30:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,TX,9-1-104,770812212,42.425294,-83.23347120000001,0,9.0
44350,2005-10-07 09:00:00,2005-08-03 14:40:00,0.0,USA,0.0,Responsible by Default,100.0,140.0,10.0,MI,22-2-22,458098,42.428684999999994,-82.98562199999999,0,6.0
44959,2005-09-13 09:00:00,2005-08-08 15:40:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,MA,9-1-36(a),1119,42.34694879999999,-83.1398248,0,4.0
44948,2005-09-20 09:00:00,2005-08-10 15:20:00,0.0,USA,0.0,Responsible by Default,1000.0,1130.0,100.0,MI,22-2-88,482126,42.341260999999996,-83.13753,0,6.0
46739,2005-12-27 15:00:00,2005-08-22 08:55:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4823,42.356071,-83.0643319,0,4.0
49354,2005-12-21 15:00:00,2005-09-09 12:30:00,0.0,USA,0.0,Responsible by Default,100.0,140.0,10.0,MI,22-2-22,6506,42.338823,-83.232288,0,4.0
49126,2005-12-20 09:00:00,2005-09-14 10:15:00,0.0,USA,0.0,Responsible by Default,1000.0,1130.0,100.0,MI,22-2-83,4825,42.4337316,-82.9599585,0,4.0
49592,2005-12-22 09:00:00,2005-09-15 12:20:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,3661,42.3742782,-83.0349568,0,4.0
49723,2005-12-21 13:30:00,2005-09-15 09:35:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,NJ,9-1-36(a),7306,42.42129,-82.971805,0,4.0
49720,2005-12-21 13:30:00,2005-09-15 09:30:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,NJ,9-1-81(a),7306,42.42129,-82.971805,0,4.0
50651,2006-04-11 09:00:00,2005-09-26 09:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,PR,9-1-36(a),677,42.397996,-83.255229,0,3.0
52519,2005-10-31 09:00:00,2005-10-12 14:10:00,0.0,USA,0.0,Responsible by Admission,100.0,130.0,0.0,NJ,22-2-22,7840,42.421296999999996,-83.058942,0,4.0
53372,2006-01-04 09:00:00,2005-10-17 10:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,9123,42.361404,-83.169267,0,4.0
53215,2005-11-10 09:00:00,2005-10-18 09:35:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,NH,9-1-36(a),3887,42.3659003,-83.1953103,0,4.0
53520,2005-12-21 10:30:00,2005-10-19 11:50:00,0.0,USA,0.0,Responsible by Default,100.0,140.0,10.0,MI,22-2-22,2495,42.391135,-83.11920699999999,0,4.0
54529,2006-04-06 15:00:00,2005-10-21 09:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),481743208,42.43418629999999,-83.1416733,0,9.0
54147,2006-04-11 09:00:00,2005-10-25 11:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),421,42.3612027,-83.0606922,0,3.0
55096,2005-12-27 10:30:00,2005-11-02 13:50:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4203,42.438016999999995,-83.1183719,0,4.0
57938,2006-04-18 09:00:00,2005-11-23 00:30:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,482204,42.366262299999995,-83.166088,0,6.0
58523,2006-03-21 09:00:00,2005-11-28 09:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4831,42.307570399999996,-83.1338655,0,4.0
57985,2006-01-04 15:00:00,2005-11-29 12:20:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,UK,9-1-36(a),0,42.3523308,-83.25202259999999,0,1.0
58647,2006-01-09 09:00:00,2005-11-30 09:00:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,MI,9-1-36(a),7142,42.3442239,-83.142089,0,4.0
57593,2005-12-02 10:30:00,2005-11-30 12:00:00,0.0,USA,0.0,Responsible by Admission,1000.0,1030.0,0.0,CA,22-2-88,930656298,42.394671,-83.245914,0,9.0
57737,2006-03-22 10:30:00,2005-12-01 11:50:00,0.0,USA,0.0,Responsible by Default,100.0,140.0,10.0,MI,22-2-45,482221,42.443222999999996,-83.14469,0,6.0
58067,2006-04-07 15:00:00,2005-12-02 12:55:00,0.0,USA,0.0,Responsible by Determination,200.0,250.0,20.0,MI,22-2-17,482204,42.3899294,-83.1690219,0,6.0
59619,2006-05-02 13:30:00,2005-12-15 09:45:00,0.0,USA,0.0,Responsible by Default,100.0,140.0,10.0,NJ,9-1-103(C),7645,42.433045,-83.14264150000001,0,4.0
60613,2006-04-06 09:00:00,2005-12-29 09:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,ME,9-1-36(a),1513,42.3823859,-83.241606,0,4.0
61468,2006-04-04 15:00:00,2006-01-11 13:30:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),480712235,42.362512,-83.114041,0,9.0
61895,2006-04-04 09:00:00,2006-01-17 16:30:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,MI,22-2-88,482174,42.265194,-83.153989,0,6.0
62064,2006-02-08 15:00:00,2006-01-18 08:30:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,UK,9-1-36(a),0,42.3899697,-83.2542154,1,1.0
64606,2006-04-17 13:30:00,2006-01-25 12:15:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),2994,42.378143,-83.11740999999999,0,4.0
62699,2006-04-28 15:00:00,2006-01-26 00:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),0,42.3468956,-83.058932,0,1.0
62991,2006-04-05 10:30:00,2006-01-30 09:30:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,RI,9-1-36(a),2895,42.4448821,-83.1840898,0,4.0
63780,2006-04-07 13:30:00,2006-02-01 10:15:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,NJ,22-2-88,8053,42.41019179999999,-83.00429240000001,0,4.0
63710,2006-04-21 10:30:00,2006-02-01 14:00:00,0.0,USA,0.0,Responsible by Default,3500.0,3880.0,350.0,MI,22-2-88,482314,42.3341685,-83.0498918,0,6.0
64327,2006-05-03 15:00:00,2006-02-07 08:40:00,0.0,USA,0.0,Responsible by Default,500.0,580.0,50.0,NJ,9-1-36(a),8054,42.410883,-83.1480541,1,4.0
64580,2006-05-15 15:00:00,2006-02-08 10:50:00,0.0,USA,0.0,Responsible by Default,1000.0,1130.0,100.0,CA,22-2-88,92637-2854,42.386658000000004,-83.231266,0,10.0
65168,2006-04-12 09:00:00,2006-02-15 12:00:00,0.0,USA,0.0,Responsible by Default,100.0,140.0,10.0,CA,9-1-105,930656298,42.394671,-83.245914,0,9.0
65721,2006-04-20 13:30:00,2006-02-20 10:30:00,0.0,USA,0.0,Responsible by Determination,500.0,580.0,50.0,NJ,22-2-43,8003,42.4118016,-83.1429713,0,4.0
66975,2006-03-29 09:00:00,2006-02-28 10:30:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,VI,22-2-88,802,42.391961,-83.231774,0,3.0
66455,2006-03-30 10:30:00,2006-02-28 12:00:00,0.0,USA,0.0,Responsible by Admission,500.0,530.0,0.0,CA,22-2-88,930656298,42.353653,-83.244556,1,9.0
67133,2006-03-16 09:00:00,2006-03-06 12:45:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,UK,9-1-36(a),0,42.3452702,-83.2234323,0,1.0
67434,2006-04-05 09:00:00,2006-03-07 11:30:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,CT,22-2-88,6830,42.441362,-83.008702,0,4.0
67320,2006-03-29 09:00:00,2006-03-07 10:50:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4075,42.333395,-83.064125,0,4.0
68274,2006-03-30 15:00:00,2006-03-13 10:30:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,NJ,9-1-36(a),7740,42.356234,-83.099757,0,4.0
68845,2006-08-11 13:30:00,2006-03-15 09:50:00,0.0,USA,0.0,Responsible by Determination,1000.0,1130.0,100.0,NJ,22-2-88,8054,42.406788,-82.982262,0,4.0
68533,2006-04-05 15:00:00,2006-03-15 09:00:00,0.0,USA,0.0,Responsible by Default,500.0,580.0,50.0,MI,9-1-36(a),482224,42.395971,-83.11749300000001,0,6.0
68510,2006-04-12 09:00:00,2006-03-15 09:10:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,NJ,9-1-36(a),7740,42.356394,-83.099885,0,4.0
69276,2006-04-20 10:30:00,2006-03-16 14:35:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,MI,22-2-88,4805,42.429390999999995,-82.993684,0,4.0
70273,2006-04-18 15:00:00,2006-03-29 09:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),0,42.3468956,-83.058932,0,1.0
71124,2006-04-26 13:30:00,2006-03-30 08:40:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,NJ,9-1-36(a),7452,42.3417302,-83.2622709,0,4.0
72109,2006-06-02 10:30:00,2006-04-12 13:20:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,MI,22-2-88,482289,42.37765,-83.160206,0,6.0
72071,2006-05-03 09:00:00,2006-04-13 12:35:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,NJ,22-2-88,7104,42.410866,-82.989902,0,4.0
73174,2006-05-10 09:00:00,2006-04-24 09:20:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-81(a),4835,42.436455,-83.02937,0,4.0
73488,2006-08-11 09:00:00,2006-04-26 10:00:00,0.0,USA,0.0,Responsible by Default,1000.0,1130.0,100.0,NY,22-2-88,100364003,42.438415,-83.006547,0,9.0
74578,2006-07-07 15:00:00,2006-05-04 13:25:00,0.0,USA,0.0,Responsible by Default,3500.0,3880.0,350.0,IN,22-2-88,466256,42.442130799999994,-83.2579573,0,6.0
75756,2006-06-28 15:00:00,2006-05-15 08:30:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),4835,42.4088179,-83.157377,0,4.0
77826,2006-07-06 10:30:00,2006-05-31 13:00:00,0.0,USA,0.0,Responsible by Default,3500.0,3880.0,350.0,MI,22-2-88,0,42.428204,-83.248026,0,1.0
78081,2006-07-13 09:00:00,2006-06-01 13:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,0,42.428204,-83.248026,0,1.0
78350,2006-07-11 10:30:00,2006-06-05 13:30:00,0.0,USA,0.0,Responsible by Default,100.0,140.0,10.0,NJ,9-1-105,8618,42.395236,-82.938439,0,4.0
80164,2006-08-08 13:30:00,2006-06-13 11:00:00,0.0,USA,0.0,Responsible by Determination,3500.0,3880.0,350.0,NJ,22-2-88,8053,42.353978000000005,-83.11429620000001,0,4.0
80131,2006-06-30 13:30:00,2006-06-15 10:45:00,0.0,USA,0.0,Responsible by Admission,50.0,80.0,0.0,RI,9-1-104,2889,42.4364739,-83.211539,0,4.0
80949,2006-07-25 13:30:00,2006-06-15 10:15:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,MI,9-1-104,482249,42.4123275,-82.9213732,0,6.0
80770,2006-12-08 09:00:00,2006-06-20 11:00:00,0.0,USA,0.0,Responsible by Default,2500.0,2780.0,250.0,CA,22-2-88,9288689,42.41465,-82.937128,0,7.0
80766,2006-07-13 10:30:00,2006-06-20 11:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,CA,9-1-104,928689,42.41465,-82.937128,0,6.0
81300,2006-08-02 13:30:00,2006-06-22 11:30:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,NJ,9-1-104,8053,42.439476899999995,-83.17342099999999,0,4.0
82098,2006-08-16 13:30:00,2006-06-27 11:45:00,0.0,USA,0.0,Responsible by Admission,50.0,80.0,0.0,NJ,9-1-104,8618,42.437397999999995,-83.22732490000001,1,4.0
82099,2006-08-07 09:00:00,2006-06-27 11:50:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,NJ,22-2-88,8618,42.437397999999995,-83.22732490000001,0,4.0
81919,2006-07-18 15:00:00,2006-06-28 11:45:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,NJ,9-1-36(a),8901,42.380733,-83.030958,1,4.0
82489,2006-08-08 09:00:00,2006-07-05 09:50:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,IL,9-1-36(a),60654-6939,42.323955,-83.0540369,0,10.0
82655,2006-08-22 13:30:00,2006-07-06 11:00:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,MI,9-1-36(a),2865,42.3417302,-83.2622709,0,4.0
83209,2006-08-18 10:30:00,2006-07-10 10:00:00,0.0,USA,0.0,Responsible by Admission,50.0,80.0,0.0,NJ,9-1-104,8003,42.388514,-83.136052,0,4.0
83855,2006-08-30 09:00:00,2006-07-11 14:00:00,0.0,USA,0.0,Responsible by Determination,50.0,85.0,5.0,MI,9-1-110(a),482204,42.372981,-83.166499,1,6.0
83757,2006-08-10 09:00:00,2006-07-11 12:00:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,CA,22-2-88,3065,42.344274,-83.230799,0,4.0
85043,2006-08-14 15:00:00,2006-07-25 11:50:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,FL,9-1-36(a),330603,42.388632,-83.020361,1,6.0
84909,2006-09-06 13:30:00,2006-07-25 09:15:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,NJ,9-1-36(a),8053,42.361609,-83.0978,0,4.0
85147,2006-10-03 09:00:00,2006-07-27 09:00:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MA,9-1-36(a),1701,42.3611685,-83.07614720000001,0,4.0
85487,2006-08-28 09:00:00,2006-07-31 08:10:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),482111,42.364354,-83.03265999999999,0,6.0
87209,2006-08-30 09:00:00,2006-08-04 10:15:00,0.0,USA,0.0,Responsible by Default,200.0,250.0,20.0,TX,22-2-88,770812212,42.433732899999995,-83.10539200000001,0,9.0
87323,2006-09-11 13:30:00,2006-08-15 12:30:00,0.0,USA,0.0,Responsible by Admission,250.0,280.0,0.0,MI,9-1-36(a),6103,42.375521899999995,-83.0652546,1,4.0
87975,2006-09-28 13:30:00,2006-08-18 13:15:00,0.0,USA,0.0,Responsible by Admission,1000.0,1130.0,100.0,OH,22-2-88,5202,42.362814,-83.232618,0,4.0
87782,2006-09-01 15:00:00,2006-08-19 10:40:00,0.0,USA,0.0,Responsible by Admission,50.0,80.0,0.0,MI,9-1-110(a),4827,42.382995,-83.2132309,0,4.0
88156,2006-09-21 09:00:00,2006-08-22 11:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,TX,9-1-104,770812212,42.439303,-82.981875,0,9.0
88045,2006-09-14 09:00:00,2006-08-22 10:30:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,CA,9-1-104,926182304,42.4361619,-83.01038829999999,0,9.0
87994,2006-09-14 09:00:00,2006-08-22 13:00:00,0.0,USA,0.0,Responsible by Default,50.0,85.0,5.0,TX,9-1-104,750631730,42.3793809,-83.11622290000001,0,9.0
87996,2006-09-07 10:30:00,2006-08-22 13:00:00,0.0,USA,0.0,Responsible by Default,2500.0,2780.0,250.0,TX,22-2-88,750631730,42.447531,-82.978334,0,9.0
88702,2006-09-14 10:30:00,2006-08-25 11:10:00,0.0,USA,0.0,Responsible by Default,250.0,305.0,25.0,MI,9-1-36(a),7306,42.35856,-83.203906,0,4.0
